x_px,x_py,y_px,y_py,unprimed_start_idx,prime_x_start_idx,prime_y_start_idx
<|endoftext|>The physician got the juice for the singer. A doctor brought a glass to a band.,<|endoftext|>The physician got the singer the juice. A doctor brought a glass to a band.,<|endoftext|>The physician got the juice for the singer. A doctor brought a band a glass.,<|endoftext|>The physician got the singer the juice. A doctor brought a band a glass.,1,10,9
<|endoftext|>The physician got the juice for the colonel. A doctor brought a glass to an army.,<|endoftext|>The physician got the colonel the juice. A doctor brought a glass to an army.,<|endoftext|>The physician got the juice for the colonel. A doctor brought an army a glass.,<|endoftext|>The physician got the colonel the juice. A doctor brought an army a glass.,1,10,9
<|endoftext|>The doctor got the coffee for the company. A physician brought a cup to a corporation.,<|endoftext|>The doctor got the company the coffee. A physician brought a cup to a corporation.,<|endoftext|>The doctor got the coffee for the company. A physician brought a corporation a cup.,<|endoftext|>The doctor got the company the coffee. A physician brought a corporation a cup.,1,10,9
<|endoftext|>The doctor got the coffee for the corporation. A physician brought a cup to a company.,<|endoftext|>The doctor got the corporation the coffee. A physician brought a cup to a company.,<|endoftext|>The doctor got the coffee for the corporation. A physician brought a company a cup.,<|endoftext|>The doctor got the corporation the coffee. A physician brought a company a cup.,1,10,9
<|endoftext|>The doctor got the juice for the company. A physician brought a glass to a corporation.,<|endoftext|>The doctor got the company the juice. A physician brought a glass to a corporation.,<|endoftext|>The doctor got the juice for the company. A physician brought a corporation a glass.,<|endoftext|>The doctor got the company the juice. A physician brought a corporation a glass.,1,10,9
<|endoftext|>The doctor got the juice for the corporation. A physician brought a glass to a company.,<|endoftext|>The doctor got the corporation the juice. A physician brought a glass to a company.,<|endoftext|>The doctor got the juice for the corporation. A physician brought a company a glass.,<|endoftext|>The doctor got the corporation the juice. A physician brought a company a glass.,1,10,9
<|endoftext|>A physician got a coffee for a company. The doctor brought the cup to the corporation.,<|endoftext|>A physician got a company a coffee. The doctor brought the cup to the corporation.,<|endoftext|>A physician got a coffee for a company. The doctor brought the corporation the cup.,<|endoftext|>A physician got a company a coffee. The doctor brought the corporation the cup.,1,10,9
<|endoftext|>A physician got a coffee for a corporation. The doctor brought the cup to the company.,<|endoftext|>A physician got a corporation a coffee. The doctor brought the cup to the company.,<|endoftext|>A physician got a coffee for a corporation. The doctor brought the company the cup.,<|endoftext|>A physician got a corporation a coffee. The doctor brought the company the cup.,1,10,9
<|endoftext|>The physician got the juice for the company. A doctor brought a glass to a corporation.,<|endoftext|>The physician got the company the juice. A doctor brought a glass to a corporation.,<|endoftext|>The physician got the juice for the company. A doctor brought a corporation a glass.,<|endoftext|>The physician got the company the juice. A doctor brought a corporation a glass.,1,10,9
<|endoftext|>A physician got a juice for a corporation. The doctor brought the glass to the company.,<|endoftext|>A physician got a corporation a juice. The doctor brought the glass to the company.,<|endoftext|>A physician got a juice for a corporation. The doctor brought the company the glass.,<|endoftext|>A physician got a corporation a juice. The doctor brought the company the glass.,1,10,9
<|endoftext|>A doctor got a machine for a doctor. The physician brought the engine to the physician.,<|endoftext|>A doctor got a doctor a machine. The physician brought the engine to the physician.,<|endoftext|>A doctor got a machine for a doctor. The physician brought the physician the engine.,<|endoftext|>A doctor got a doctor a machine. The physician brought the physician the engine.,1,10,9
<|endoftext|>The doctor got the engine for the doctor. A physician brought a machine to a physician.,<|endoftext|>The doctor got the doctor the engine. A physician brought a machine to a physician.,<|endoftext|>The doctor got the engine for the doctor. A physician brought a physician a machine.,<|endoftext|>The doctor got the doctor the engine. A physician brought a physician a machine.,1,10,9
<|endoftext|>The physician got the machine for the physician. A doctor brought an engine to a doctor.,<|endoftext|>The physician got the physician the machine. A doctor brought an engine to a doctor.,<|endoftext|>The physician got the machine for the physician. A doctor brought a doctor an engine.,<|endoftext|>The physician got the physician the machine. A doctor brought a doctor an engine.,1,10,9
<|endoftext|>A physician got an engine for a physician. The doctor brought the machine to the doctor.,<|endoftext|>A physician got a physician an engine. The doctor brought the machine to the doctor.,<|endoftext|>A physician got an engine for a physician. The doctor brought the doctor the machine.,<|endoftext|>A physician got a physician an engine. The doctor brought the doctor the machine.,1,10,9
<|endoftext|>The doctor got the machine for the singer. A physician brought an engine to a band.,<|endoftext|>The doctor got the singer the machine. A physician brought an engine to a band.,<|endoftext|>The doctor got the machine for the singer. A physician brought a band an engine.,<|endoftext|>The doctor got the singer the machine. A physician brought a band an engine.,1,10,9
<|endoftext|>A doctor got a machine for a colonel. The physician brought the engine to the army.,<|endoftext|>A doctor got a colonel a machine. The physician brought the engine to the army.,<|endoftext|>A doctor got a machine for a colonel. The physician brought the army the engine.,<|endoftext|>A doctor got a colonel a machine. The physician brought the army the engine.,1,10,9
<|endoftext|>The doctor got the engine for the singer. A physician brought a machine to a band.,<|endoftext|>The doctor got the singer the engine. A physician brought a machine to a band.,<|endoftext|>The doctor got the engine for the singer. A physician brought a band a machine.,<|endoftext|>The doctor got the singer the engine. A physician brought a band a machine.,1,10,9
<|endoftext|>A doctor got an engine for a colonel. The physician brought the machine to the army.,<|endoftext|>A doctor got a colonel an engine. The physician brought the machine to the army.,<|endoftext|>A doctor got an engine for a colonel. The physician brought the army the machine.,<|endoftext|>A doctor got a colonel an engine. The physician brought the army the machine.,1,10,9
<|endoftext|>The physician got the machine for the singer. A doctor brought an engine to a band.,<|endoftext|>The physician got the singer the machine. A doctor brought an engine to a band.,<|endoftext|>The physician got the machine for the singer. A doctor brought a band an engine.,<|endoftext|>The physician got the singer the machine. A doctor brought a band an engine.,1,10,9
<|endoftext|>A physician got a machine for a colonel. The doctor brought the engine to the army.,<|endoftext|>A physician got a colonel a machine. The doctor brought the engine to the army.,<|endoftext|>A physician got a machine for a colonel. The doctor brought the army the engine.,<|endoftext|>A physician got a colonel a machine. The doctor brought the army the engine.,1,10,9
<|endoftext|>The physician got the engine for the singer. A doctor brought a machine to a band.,<|endoftext|>The physician got the singer the engine. A doctor brought a machine to a band.,<|endoftext|>The physician got the engine for the singer. A doctor brought a band a machine.,<|endoftext|>The physician got the singer the engine. A doctor brought a band a machine.,1,10,9
<|endoftext|>A physician got an engine for a colonel. The doctor brought the machine to the army.,<|endoftext|>A physician got a colonel an engine. The doctor brought the machine to the army.,<|endoftext|>A physician got an engine for a colonel. The doctor brought the army the machine.,<|endoftext|>A physician got a colonel an engine. The doctor brought the army the machine.,1,10,9
<|endoftext|>The doctor got the machine for the company. A physician brought an engine to a corporation.,<|endoftext|>The doctor got the company the machine. A physician brought an engine to a corporation.,<|endoftext|>The doctor got the machine for the company. A physician brought a corporation an engine.,<|endoftext|>The doctor got the company the machine. A physician brought a corporation an engine.,1,10,9
<|endoftext|>The doctor got the machine for the corporation. A physician brought an engine to a company.,<|endoftext|>The doctor got the corporation the machine. A physician brought an engine to a company.,<|endoftext|>The doctor got the machine for the corporation. A physician brought a company an engine.,<|endoftext|>The doctor got the corporation the machine. A physician brought a company an engine.,1,10,9
<|endoftext|>The doctor got the engine for the company. A physician brought a machine to a corporation.,<|endoftext|>The doctor got the company the engine. A physician brought a machine to a corporation.,<|endoftext|>The doctor got the engine for the company. A physician brought a corporation a machine.,<|endoftext|>The doctor got the company the engine. A physician brought a corporation a machine.,1,10,9
<|endoftext|>A doctor got an engine for a corporation. The physician brought the machine to the company.,<|endoftext|>A doctor got a corporation an engine. The physician brought the machine to the company.,<|endoftext|>A doctor got an engine for a corporation. The physician brought the company the machine.,<|endoftext|>A doctor got a corporation an engine. The physician brought the company the machine.,1,10,9
<|endoftext|>A physician got a machine for a company. The doctor brought the engine to the corporation.,<|endoftext|>A physician got a company a machine. The doctor brought the engine to the corporation.,<|endoftext|>A physician got a machine for a company. The doctor brought the corporation the engine.,<|endoftext|>A physician got a company a machine. The doctor brought the corporation the engine.,1,10,9
<|endoftext|>The physician got the machine for the corporation. A doctor brought an engine to a company.,<|endoftext|>The physician got the corporation the machine. A doctor brought an engine to a company.,<|endoftext|>The physician got the machine for the corporation. A doctor brought a company an engine.,<|endoftext|>The physician got the corporation the machine. A doctor brought a company an engine.,1,10,9
<|endoftext|>A physician got an engine for a company. The doctor brought the machine to the corporation.,<|endoftext|>A physician got a company an engine. The doctor brought the machine to the corporation.,<|endoftext|>A physician got an engine for a company. The doctor brought the corporation the machine.,<|endoftext|>A physician got a company an engine. The doctor brought the corporation the machine.,1,10,9
<|endoftext|>A physician got an engine for a corporation. The doctor brought the machine to the company.,<|endoftext|>A physician got a corporation an engine. The doctor brought the machine to the company.,<|endoftext|>A physician got an engine for a corporation. The doctor brought the company the machine.,<|endoftext|>A physician got a corporation an engine. The doctor brought the company the machine.,1,10,9
<|endoftext|>A doctor got a candy for a doctor. The physician brought the chocolate to the physician.,<|endoftext|>A doctor got a doctor a candy. The physician brought the chocolate to the physician.,<|endoftext|>A doctor got a candy for a doctor. The physician brought the physician the chocolate.,<|endoftext|>A doctor got a doctor a candy. The physician brought the physician the chocolate.,1,10,9
<|endoftext|>The doctor got the chocolate for the doctor. A physician brought a candy to a physician.,<|endoftext|>The doctor got the doctor the chocolate. A physician brought a candy to a physician.,<|endoftext|>The doctor got the chocolate for the doctor. A physician brought a physician a candy.,<|endoftext|>The doctor got the doctor the chocolate. A physician brought a physician a candy.,1,10,9
<|endoftext|>The physician got the candy for the physician. A doctor brought a chocolate to a doctor.,<|endoftext|>The physician got the physician the candy. A doctor brought a chocolate to a doctor.,<|endoftext|>The physician got the candy for the physician. A doctor brought a doctor a chocolate.,<|endoftext|>The physician got the physician the candy. A doctor brought a doctor a chocolate.,1,10,9
<|endoftext|>The physician got the chocolate for the physician. A doctor brought a candy to a doctor.,<|endoftext|>The physician got the physician the chocolate. A doctor brought a candy to a doctor.,<|endoftext|>The physician got the chocolate for the physician. A doctor brought a doctor a candy.,<|endoftext|>The physician got the physician the chocolate. A doctor brought a doctor a candy.,1,10,9
<|endoftext|>The doctor got the candy for the singer. A physician brought a chocolate to a band.,<|endoftext|>The doctor got the singer the candy. A physician brought a chocolate to a band.,<|endoftext|>The doctor got the candy for the singer. A physician brought a band a chocolate.,<|endoftext|>The doctor got the singer the candy. A physician brought a band a chocolate.,1,10,9
<|endoftext|>The doctor got the candy for the colonel. A physician brought a chocolate to an army.,<|endoftext|>The doctor got the colonel the candy. A physician brought a chocolate to an army.,<|endoftext|>The doctor got the candy for the colonel. A physician brought an army a chocolate.,<|endoftext|>The doctor got the colonel the candy. A physician brought an army a chocolate.,1,10,9
<|endoftext|>A doctor got a chocolate for a singer. The physician brought the candy to the band.,<|endoftext|>A doctor got a singer a chocolate. The physician brought the candy to the band.,<|endoftext|>A doctor got a chocolate for a singer. The physician brought the band the candy.,<|endoftext|>A doctor got a singer a chocolate. The physician brought the band the candy.,1,10,9
<|endoftext|>A doctor got a chocolate for a colonel. The physician brought the candy to the army.,<|endoftext|>A doctor got a colonel a chocolate. The physician brought the candy to the army.,<|endoftext|>A doctor got a chocolate for a colonel. The physician brought the army the candy.,<|endoftext|>A doctor got a colonel a chocolate. The physician brought the army the candy.,1,10,9
<|endoftext|>The physician got the candy for the singer. A doctor brought a chocolate to a band.,<|endoftext|>The physician got the singer the candy. A doctor brought a chocolate to a band.,<|endoftext|>The physician got the candy for the singer. A doctor brought a band a chocolate.,<|endoftext|>The physician got the singer the candy. A doctor brought a band a chocolate.,1,10,9
<|endoftext|>A physician got a candy for a colonel. The doctor brought the chocolate to the army.,<|endoftext|>A physician got a colonel a candy. The doctor brought the chocolate to the army.,<|endoftext|>A physician got a candy for a colonel. The doctor brought the army the chocolate.,<|endoftext|>A physician got a colonel a candy. The doctor brought the army the chocolate.,1,10,9
<|endoftext|>The physician got the chocolate for the singer. A doctor brought a candy to a band.,<|endoftext|>The physician got the singer the chocolate. A doctor brought a candy to a band.,<|endoftext|>The physician got the chocolate for the singer. A doctor brought a band a candy.,<|endoftext|>The physician got the singer the chocolate. A doctor brought a band a candy.,1,10,9
<|endoftext|>A physician got a chocolate for a colonel. The doctor brought the candy to the army.,<|endoftext|>A physician got a colonel a chocolate. The doctor brought the candy to the army.,<|endoftext|>A physician got a chocolate for a colonel. The doctor brought the army the candy.,<|endoftext|>A physician got a colonel a chocolate. The doctor brought the army the candy.,1,10,9
<|endoftext|>A doctor got a candy for a company. The physician brought the chocolate to the corporation.,<|endoftext|>A doctor got a company a candy. The physician brought the chocolate to the corporation.,<|endoftext|>A doctor got a candy for a company. The physician brought the corporation the chocolate.,<|endoftext|>A doctor got a company a candy. The physician brought the corporation the chocolate.,1,10,9
<|endoftext|>A doctor got a candy for a corporation. The physician brought the chocolate to the company.,<|endoftext|>A doctor got a corporation a candy. The physician brought the chocolate to the company.,<|endoftext|>A doctor got a candy for a corporation. The physician brought the company the chocolate.,<|endoftext|>A doctor got a corporation a candy. The physician brought the company the chocolate.,1,10,9
<|endoftext|>The doctor got the chocolate for the company. A physician brought a candy to a corporation.,<|endoftext|>The doctor got the company the chocolate. A physician brought a candy to a corporation.,<|endoftext|>The doctor got the chocolate for the company. A physician brought a corporation a candy.,<|endoftext|>The doctor got the company the chocolate. A physician brought a corporation a candy.,1,10,9
<|endoftext|>The doctor got the chocolate for the corporation. A physician brought a candy to a company.,<|endoftext|>The doctor got the corporation the chocolate. A physician brought a candy to a company.,<|endoftext|>The doctor got the chocolate for the corporation. A physician brought a company a candy.,<|endoftext|>The doctor got the corporation the chocolate. A physician brought a company a candy.,1,10,9
<|endoftext|>The physician got the candy for the company. A doctor brought a chocolate to a corporation.,<|endoftext|>The physician got the company the candy. A doctor brought a chocolate to a corporation.,<|endoftext|>The physician got the candy for the company. A doctor brought a corporation a chocolate.,<|endoftext|>The physician got the company the candy. A doctor brought a corporation a chocolate.,1,10,9
<|endoftext|>The physician got the candy for the corporation. A doctor brought a chocolate to a company.,<|endoftext|>The physician got the corporation the candy. A doctor brought a chocolate to a company.,<|endoftext|>The physician got the candy for the corporation. A doctor brought a company a chocolate.,<|endoftext|>The physician got the corporation the candy. A doctor brought a company a chocolate.,1,10,9
<|endoftext|>The physician got the chocolate for the company. A doctor brought a candy to a corporation.,<|endoftext|>The physician got the company the chocolate. A doctor brought a candy to a corporation.,<|endoftext|>The physician got the chocolate for the company. A doctor brought a corporation a candy.,<|endoftext|>The physician got the company the chocolate. A doctor brought a corporation a candy.,1,10,9
<|endoftext|>A physician got a chocolate for a corporation. The doctor brought the candy to the company.,<|endoftext|>A physician got a corporation a chocolate. The doctor brought the candy to the company.,<|endoftext|>A physician got a chocolate for a corporation. The doctor brought the company the candy.,<|endoftext|>A physician got a corporation a chocolate. The doctor brought the company the candy.,1,10,9
<|endoftext|>A doctor got a tea for a doctor. The physician brought the coffee to the physician.,<|endoftext|>A doctor got a doctor a tea. The physician brought the coffee to the physician.,<|endoftext|>A doctor got a tea for a doctor. The physician brought the physician the coffee.,<|endoftext|>A doctor got a doctor a tea. The physician brought the physician the coffee.,1,10,9
<|endoftext|>The doctor got the coffee for the doctor. A physician brought a tea to a physician.,<|endoftext|>The doctor got the doctor the coffee. A physician brought a tea to a physician.,<|endoftext|>The doctor got the coffee for the doctor. A physician brought a physician a tea.,<|endoftext|>The doctor got the doctor the coffee. A physician brought a physician a tea.,1,10,9
<|endoftext|>A physician got a tea for a physician. The doctor brought the coffee to the doctor.,<|endoftext|>A physician got a physician a tea. The doctor brought the coffee to the doctor.,<|endoftext|>A physician got a tea for a physician. The doctor brought the doctor the coffee.,<|endoftext|>A physician got a physician a tea. The doctor brought the doctor the coffee.,1,10,9
<|endoftext|>The physician got the coffee for the physician. A doctor brought a tea to a doctor.,<|endoftext|>The physician got the physician the coffee. A doctor brought a tea to a doctor.,<|endoftext|>The physician got the coffee for the physician. A doctor brought a doctor a tea.,<|endoftext|>The physician got the physician the coffee. A doctor brought a doctor a tea.,1,10,9
<|endoftext|>A doctor got a tea for a singer. The physician brought the coffee to the band.,<|endoftext|>A doctor got a singer a tea. The physician brought the coffee to the band.,<|endoftext|>A doctor got a tea for a singer. The physician brought the band the coffee.,<|endoftext|>A doctor got a singer a tea. The physician brought the band the coffee.,1,10,9
<|endoftext|>A doctor got a tea for a colonel. The physician brought the coffee to the army.,<|endoftext|>A doctor got a colonel a tea. The physician brought the coffee to the army.,<|endoftext|>A doctor got a tea for a colonel. The physician brought the army the coffee.,<|endoftext|>A doctor got a colonel a tea. The physician brought the army the coffee.,1,10,9
<|endoftext|>The doctor got the coffee for the singer. A physician brought a tea to a band.,<|endoftext|>The doctor got the singer the coffee. A physician brought a tea to a band.,<|endoftext|>The doctor got the coffee for the singer. A physician brought a band a tea.,<|endoftext|>The doctor got the singer the coffee. A physician brought a band a tea.,1,10,9
<|endoftext|>The doctor got the coffee for the colonel. A physician brought a tea to an army.,<|endoftext|>The doctor got the colonel the coffee. A physician brought a tea to an army.,<|endoftext|>The doctor got the coffee for the colonel. A physician brought an army a tea.,<|endoftext|>The doctor got the colonel the coffee. A physician brought an army a tea.,1,10,9
<|endoftext|>A physician got a tea for a singer. The doctor brought the coffee to the band.,<|endoftext|>A physician got a singer a tea. The doctor brought the coffee to the band.,<|endoftext|>A physician got a tea for a singer. The doctor brought the band the coffee.,<|endoftext|>A physician got a singer a tea. The doctor brought the band the coffee.,1,10,9
<|endoftext|>The physician got the tea for the colonel. A doctor brought a coffee to an army.,<|endoftext|>The physician got the colonel the tea. A doctor brought a coffee to an army.,<|endoftext|>The physician got the tea for the colonel. A doctor brought an army a coffee.,<|endoftext|>The physician got the colonel the tea. A doctor brought an army a coffee.,1,10,9
<|endoftext|>The physician got the coffee for the singer. A doctor brought a tea to a band.,<|endoftext|>The physician got the singer the coffee. A doctor brought a tea to a band.,<|endoftext|>The physician got the coffee for the singer. A doctor brought a band a tea.,<|endoftext|>The physician got the singer the coffee. A doctor brought a band a tea.,1,10,9
<|endoftext|>The physician got the coffee for the colonel. A doctor brought a tea to an army.,<|endoftext|>The physician got the colonel the coffee. A doctor brought a tea to an army.,<|endoftext|>The physician got the coffee for the colonel. A doctor brought an army a tea.,<|endoftext|>The physician got the colonel the coffee. A doctor brought an army a tea.,1,10,9
<|endoftext|>A doctor got a tea for a company. The physician brought the coffee to the corporation.,<|endoftext|>A doctor got a company a tea. The physician brought the coffee to the corporation.,<|endoftext|>A doctor got a tea for a company. The physician brought the corporation the coffee.,<|endoftext|>A doctor got a company a tea. The physician brought the corporation the coffee.,1,10,9
<|endoftext|>The doctor got the tea for the corporation. A physician brought a coffee to a company.,<|endoftext|>The doctor got the corporation the tea. A physician brought a coffee to a company.,<|endoftext|>The doctor got the tea for the corporation. A physician brought a company a coffee.,<|endoftext|>The doctor got the corporation the tea. A physician brought a company a coffee.,1,10,9
<|endoftext|>The doctor got the coffee for the company. A physician brought a tea to a corporation.,<|endoftext|>The doctor got the company the coffee. A physician brought a tea to a corporation.,<|endoftext|>The doctor got the coffee for the company. A physician brought a corporation a tea.,<|endoftext|>The doctor got the company the coffee. A physician brought a corporation a tea.,1,10,9
<|endoftext|>The doctor got the coffee for the corporation. A physician brought a tea to a company.,<|endoftext|>The doctor got the corporation the coffee. A physician brought a tea to a company.,<|endoftext|>The doctor got the coffee for the corporation. A physician brought a company a tea.,<|endoftext|>The doctor got the corporation the coffee. A physician brought a company a tea.,1,10,9
<|endoftext|>A physician got a tea for a company. The doctor brought the coffee to the corporation.,<|endoftext|>A physician got a company a tea. The doctor brought the coffee to the corporation.,<|endoftext|>A physician got a tea for a company. The doctor brought the corporation the coffee.,<|endoftext|>A physician got a company a tea. The doctor brought the corporation the coffee.,1,10,9
<|endoftext|>A physician got a tea for a corporation. The doctor brought the coffee to the company.,<|endoftext|>A physician got a corporation a tea. The doctor brought the coffee to the company.,<|endoftext|>A physician got a tea for a corporation. The doctor brought the company the coffee.,<|endoftext|>A physician got a corporation a tea. The doctor brought the company the coffee.,1,10,9
<|endoftext|>The physician got the coffee for the company. A doctor brought a tea to a corporation.,<|endoftext|>The physician got the company the coffee. A doctor brought a tea to a corporation.,<|endoftext|>The physician got the coffee for the company. A doctor brought a corporation a tea.,<|endoftext|>The physician got the company the coffee. A doctor brought a corporation a tea.,1,10,9
<|endoftext|>A physician got a coffee for a corporation. The doctor brought the tea to the company.,<|endoftext|>A physician got a corporation a coffee. The doctor brought the tea to the company.,<|endoftext|>A physician got a coffee for a corporation. The doctor brought the company the tea.,<|endoftext|>A physician got a corporation a coffee. The doctor brought the company the tea.,1,10,9
<|endoftext|>A doctor got a salad for a doctor. The physician brought the bowl to the physician.,<|endoftext|>A doctor got a doctor a salad. The physician brought the bowl to the physician.,<|endoftext|>A doctor got a salad for a doctor. The physician brought the physician the bowl.,<|endoftext|>A doctor got a doctor a salad. The physician brought the physician the bowl.,1,10,9
<|endoftext|>A doctor got a salad for a doctor. The physician brought the bowl to the physician.,<|endoftext|>A doctor got a doctor a salad. The physician brought the bowl to the physician.,<|endoftext|>A doctor got a salad for a doctor. The physician brought the physician the bowl.,<|endoftext|>A doctor got a doctor a salad. The physician brought the physician the bowl.,1,10,9
<|endoftext|>A physician got a salad for a physician. The doctor brought the bowl to the doctor.,<|endoftext|>A physician got a physician a salad. The doctor brought the bowl to the doctor.,<|endoftext|>A physician got a salad for a physician. The doctor brought the doctor the bowl.,<|endoftext|>A physician got a physician a salad. The doctor brought the doctor the bowl.,1,10,9
<|endoftext|>A physician got a salad for a physician. The doctor brought the bowl to the doctor.,<|endoftext|>A physician got a physician a salad. The doctor brought the bowl to the doctor.,<|endoftext|>A physician got a salad for a physician. The doctor brought the doctor the bowl.,<|endoftext|>A physician got a physician a salad. The doctor brought the doctor the bowl.,1,10,9
<|endoftext|>A doctor got a salad for a singer. The physician brought the bowl to the band.,<|endoftext|>A doctor got a singer a salad. The physician brought the bowl to the band.,<|endoftext|>A doctor got a salad for a singer. The physician brought the band the bowl.,<|endoftext|>A doctor got a singer a salad. The physician brought the band the bowl.,1,10,9
<|endoftext|>The doctor got the salad for the colonel. A physician brought a bowl to an army.,<|endoftext|>The doctor got the colonel the salad. A physician brought a bowl to an army.,<|endoftext|>The doctor got the salad for the colonel. A physician brought an army a bowl.,<|endoftext|>The doctor got the colonel the salad. A physician brought an army a bowl.,1,10,9
<|endoftext|>The doctor got the salad for the singer. A physician brought a bowl to a band.,<|endoftext|>The doctor got the singer the salad. A physician brought a bowl to a band.,<|endoftext|>The doctor got the salad for the singer. A physician brought a band a bowl.,<|endoftext|>The doctor got the singer the salad. A physician brought a band a bowl.,1,10,9
<|endoftext|>The doctor got the salad for the colonel. A physician brought a bowl to an army.,<|endoftext|>The doctor got the colonel the salad. A physician brought a bowl to an army.,<|endoftext|>The doctor got the salad for the colonel. A physician brought an army a bowl.,<|endoftext|>The doctor got the colonel the salad. A physician brought an army a bowl.,1,10,9
<|endoftext|>A physician got a salad for a singer. The doctor brought the bowl to the band.,<|endoftext|>A physician got a singer a salad. The doctor brought the bowl to the band.,<|endoftext|>A physician got a salad for a singer. The doctor brought the band the bowl.,<|endoftext|>A physician got a singer a salad. The doctor brought the band the bowl.,1,10,9
<|endoftext|>A physician got a salad for a colonel. The doctor brought the bowl to the army.,<|endoftext|>A physician got a colonel a salad. The doctor brought the bowl to the army.,<|endoftext|>A physician got a salad for a colonel. The doctor brought the army the bowl.,<|endoftext|>A physician got a colonel a salad. The doctor brought the army the bowl.,1,10,9
<|endoftext|>A physician got a salad for a singer. The doctor brought the bowl to the band.,<|endoftext|>A physician got a singer a salad. The doctor brought the bowl to the band.,<|endoftext|>A physician got a salad for a singer. The doctor brought the band the bowl.,<|endoftext|>A physician got a singer a salad. The doctor brought the band the bowl.,1,10,9
<|endoftext|>A physician got a salad for a colonel. The doctor brought the bowl to the army.,<|endoftext|>A physician got a colonel a salad. The doctor brought the bowl to the army.,<|endoftext|>A physician got a salad for a colonel. The doctor brought the army the bowl.,<|endoftext|>A physician got a colonel a salad. The doctor brought the army the bowl.,1,10,9
<|endoftext|>A doctor got a salad for a company. The physician brought the bowl to the corporation.,<|endoftext|>A doctor got a company a salad. The physician brought the bowl to the corporation.,<|endoftext|>A doctor got a salad for a company. The physician brought the corporation the bowl.,<|endoftext|>A doctor got a company a salad. The physician brought the corporation the bowl.,1,10,9
<|endoftext|>A doctor got a salad for a corporation. The physician brought the bowl to the company.,<|endoftext|>A doctor got a corporation a salad. The physician brought the bowl to the company.,<|endoftext|>A doctor got a salad for a corporation. The physician brought the company the bowl.,<|endoftext|>A doctor got a corporation a salad. The physician brought the company the bowl.,1,10,9
<|endoftext|>A doctor got a salad for a company. The physician brought the bowl to the corporation.,<|endoftext|>A doctor got a company a salad. The physician brought the bowl to the corporation.,<|endoftext|>A doctor got a salad for a company. The physician brought the corporation the bowl.,<|endoftext|>A doctor got a company a salad. The physician brought the corporation the bowl.,1,10,9
